admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
2013-11-26|MINCON GROUP PLC|Industrials|Industrial Goods and Services|Ireland|Europe|AIM|Yes|169.83
2018-06-28|MIND GYM PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|99.49
2007-11-14|MINDS + MACHINES GROUP LIMITED|Technology|Technology|British Virgin Islands|North America|AIM|Yes|52.84
2006-10-16|MINERAL & FINANCIAL INVESTMENTS LIMITED|Financials|Financial Services|Cayman Islands|North America|AIM|Yes|2.72
2020-03-06|MINING, MINERALS & METALS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.12
2007-05-02|MINOAN GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|3.59
2004-12-21|MIRADA PLC|Technology|Technology|United Kingdom|Europe|AIM|No|7.57
2017-12-19|MIRRIAD ADVERTISING PLC|Technology|Technology|United Kingdom|Europe|AIM|No|14.92
2003-04-15|MITCHELLS & BUTLERS PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|780.29
1988-11-29|MITIE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|237.86
2004-04-06|MITON GLOBAL OPPORTUNITIES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|55.95
2015-04-30|MITON UK MICROCAP TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|41.50
1989-09-05|MITSUBISHI ELECTRIC CORPORATION|Industrials|Industrial Goods and Services|Japan|Asia|MAIN MARKET|Yes|13634.67
2014-12-19|MJ GLEESON PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|295.50
2019-12-12|MJ HUDSON GROUP PLC|Financials|Financial Services|Jersey|Europe|AIM|No|78.80
2016-06-15|MKANGO RESOURCES LTD|Basic Materials|Basic Resources|Canada|North America|AIM|Yes|3.86
2000-07-11|MOBEUS INCOME & GROWTH 2 VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|42.33
1999-03-08|MOBEUS INCOME & GROWTH 4 VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|50.29
2004-10-08|MOBEUS INCOME & GROWTH VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|70.68
2006-02-15|MOBILE STREAMS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|0.61
2006-03-08|MOBILE TORNADO GROUP PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|9.87
2007-07-05|MOBILITYONE LIMITED|Industrials|Industrial Goods and Services|Jersey|Europe|AIM|No|3.24
2018-10-01|MOBIUS INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|68.88
2007-06-12|MODERN WATER PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|3.39
2007-07-03|MONDI PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|6705.50
2007-07-31|MONEYSUPERMARKET.COM GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|1630.81
1952-01-29|MONKS INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1808.44
1981-05-13|MONTANARO EUROPEAN SMALLER C. TST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|147.25
1995-03-16|MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|169.05
1946-10-02|MORGAN ADVANCED MATERIALS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|528.22
1994-10-28|MORGAN SINDALL GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|545.91
1972-11-30|MORRISON (WM) SUPERMARKETS PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|4280.96
2016-05-05|MORSES CLUB PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|50.92
2014-11-14|MORTGAGE ADVICE BUREAU (HOLDINGS) PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|273.71
2014-03-20|MOSMAN OIL AND GAS LIMITED|Energy|Energy|Australia|Pacific|AIM|Yes|0.51
1947-07-09|MOSS BROS GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|18.87
1986-01-08|MOTHERCARE PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|18.93
2015-04-02|MOTIF BIO PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|0.28
2016-05-13|MOTORPOINT GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|171.36
2008-10-30|MOUNTFIELD GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|2.54
1960-02-17|MOUNTVIEW ESTATES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|382.10
2014-06-19|MPAC GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|47.91
1965-03-24|MS INTERNATIONAL PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|21.27
2006-03-16|MTI WIRELESS EDGE LTD.|Telecommunications|Telecommunications|Israel|Middle East|AIM|Yes|24.61
1996-05-23|MULBERRY GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|96.12
1953-09-17|MURRAY INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|465.42
1945-06-21|MURRAY INTERNATIONAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1120.71
1995-08-03|MUSEDIA CORPORATION|Industrials|Industrial Goods and Services|United States|North America|MAIN MARKET|Yes|2.06
2019-07-29|MUSTANG ENERGY PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|0.92
2013-06-27|MYANMAR INVESTMENTS INTERNATIONAL LIMITED|Financials|Financial Services|British Virgin Islands|North America|AIM|Yes|24.89
2017-08-22|MYANMAR STRATEGIC HOLDINGS LIMITED|Consumer Discretionary|Travel and Leisure|Singapore|Asia|MAIN MARKET|Yes|20.48
2011-08-04|MYCELX TECHNOLOGIES CORPORATION|Energy|Energy|United States|North America|AIM|Yes|9.62
2014-06-16|MYSALE GROUP PLC|Consumer Discretionary|Retail|Jersey|Europe|AIM|No|16.19
2005-06-07|N4 PHARMA PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|5.63
2014-05-29|NAHL GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|18.96
1996-12-16|NAKAMA GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|0.65
1996-11-11|NAKED WINES PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|182.91
2015-05-01|NANOCO GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|28.62
2007-08-23|NASPERS LIMITED|Technology|Technology|South Africa|Africa|MAIN MARKET|Yes|0.00
1995-04-26|NATIONAL EXPRESS GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|1053.16
2002-01-31|NATIONAL GRID PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|33209.39
2019-09-19|NATIONAL WORLD PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|5.94
1986-07-11|NATIONWIDE BUILDING SOCIETY|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|1722.00
2010-06-10|NB DISTRESSED DEBT INVESTMENT FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|106.36
2011-04-20|NB GLOBAL FLOATING RATE INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|282.59
2009-06-30|NB PRIVATE EQUITY PARTNERS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|354.56
2007-07-13|NCC GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|461.24
2010-06-10|NCONDEZI ENERGY LIMITED|Energy|Energy|British Virgin Islands|North America|AIM|Yes|14.62
2014-11-03|NEKTAN PLC|Consumer Discretionary|Travel and Leisure|Gibraltar|Europe|AIM|Yes|1.97
2010-07-30|NETCALL PLC|Technology|Technology|United Kingdom|Europe|AIM|No|41.66
2013-09-16|NETSCIENTIFIC PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|1.77
2019-04-10|NETWORK INTERNATIONAL HOLDINGS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1947.50
2007-04-03|NEW CENTURY AIM VCT 2 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|2.10
2005-03-24|NEW CENTURY AIM VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|6.11
2000-05-02|NEW STAR INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|70.67
2012-06-28|NEW TREND LIFESTYLE GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|1.01
2002-09-20|NEWMARK SECURITY PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|5.51
2016-08-18|NEWRIVER REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|182.77
2005-03-31|NEXT FIFTEEN COMMUNICATIONS GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|255.80
2002-11-25|NEXT PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|5413.69
2014-04-25|NEXTENERGY SOLAR FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|592.97
2017-07-11|NEXUS INFRASTRUCTURE PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|56.22
2004-06-11|NICHOLS PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|442.79
2020-03-16|NINETY ONE PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1076.52
2020-02-21|NIPPON ACTIVE VALUE FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|102.49
1997-04-17|NMBZ HOLDINGS LD|Financials|Banks|Zimbabwe|Africa|MAIN MARKET|Yes|0.00
2012-04-05|NMC HEALTH PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|232.98
1973-03-25|NMCN PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|43.66
2016-04-14|NON-STANDARD FINANCE PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|32.81
2007-07-16|NORCROS PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|101.10
2005-03-31|NORISH PLC|Industrials|Industrial Goods and Services|Ireland|Europe|AIM|Yes|22.55
2008-12-03|NORMAN BROADBENT PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|3.23
1952-10-21|NORTH AMERICAN INCOME TRUST (THE) PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|309.48
1973-01-31|NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|355.42
2013-09-02|NORTHAMBER PLC|Technology|Technology|United Kingdom|Europe|AIM|No|14.57
2006-03-28|NORTHBRIDGE INDUSTRIAL SERVICES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|19.11
1999-04-21|NORTHERN 2 VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|65.97
2001-12-17|NORTHERN 3 VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|65.06
2006-12-19|NORTHERN BEAR PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|9.33
1995-09-11|NORTHERN ELECTRIC PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|137.90
1995-11-01|NORTHERN VENTURE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|73.07
2005-02-23|NOSTRA TERRA OIL AND GAS COMPANY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|0.79
2014-06-20|NOSTRUM OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|9.41
2018-11-14|NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA|Financials|Banks|Slovenia|Europe|MAIN MARKET|Yes|0.00
2017-11-01|NOVACYT S.A.|Health Care|Health Care|France|Europe|AIM|Yes|82.75
2005-12-15|NOVOLIPETSK STEEL|Basic Materials|Basic Resources|Russian Federation|Europe|MAIN MARKET|Yes|0.00
2018-07-26|NUCLEUS FINANCIAL GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|96.36
2015-12-17|NUFORMIX PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|19.61
1996-03-27|NUMIS CORPORATION PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|223.18
2008-03-20|NU-OIL AND GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|0.76
1995-09-25|NWF GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|75.56
2007-08-03|OAKLEY CAPITAL INVESTMENTS LIMITED|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|377.51
2010-07-26|OCADO GROUP PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|8684.19
2017-03-08|OCEAN OUTDOOR LIMITED|Consumer Discretionary|Media|British Virgin Islands|North America|MAIN MARKET|Yes|240.36
1992-07-13|OCEAN WILSONS (HOLDINGS) LD|Industrials|Industrial Goods and Services|Bermuda|North America|MAIN MARKET|Yes|233.40
2010-08-03|OCTAGONAL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|5.12
2006-01-25|OCTOPUS AIM VCT 2 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|62.11
1998-03-17|OCTOPUS AIM VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|91.93
2006-10-17|OCTOPUS APOLLO VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|121.77
2019-12-10|OCTOPUS RENEWABLES INFRASTRUCTURE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|367.50
2007-12-28|OCTOPUS TITAN VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|891.45
2018-05-01|ODYSSEAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|79.43
2006-12-06|OIL AND GAS DEVELOPMENT COMPANY LIMITED|Energy|Energy|Pakistan|Asia|MAIN MARKET|Yes|0.00
2006-02-16|OILEX LD|Energy|Energy|Australia|Pacific|AIM|Yes|2.57
2004-09-27|OJSC ROSTELECOM|Telecommunications|Telecommunications|Russian Federation|Europe|ADMISSION TO TRADING ONLY|Yes|0.00
2010-11-05|O'KEY GROUP S.A.|Consumer Staples|Personal Care, Drug and Grocery Stores|Luxembourg|Europe|MAIN MARKET|Yes|0.00
2018-07-17|OKYO PHARMA LIMITED|Health Care|Health Care|Guernsey|Europe|MAIN MARKET|No|10.82
2018-06-26|OLD MUTUAL LIMITED|Financials|Insurance|South Africa|Africa|MAIN MARKET|Yes|2455.04
2010-12-21|OMEGA DIAGNOSTICS GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|11.47
2016-10-20|OMV PETROM S.A.|Energy|Energy|Romania|Europe|MAIN MARKET|Yes|0.00
2015-09-22|ON THE BEACH GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|288.68
2016-05-18|ONCIMMUNE HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|31.12
2013-04-18|ONE MEDIA IP GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|6.88
2014-06-10|ONESAVINGS BANK PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1117.17
1996-12-18|ONLINE BLOCKCHAIN PLC|Technology|Technology|United Kingdom|Europe|AIM|No|0.65
2018-02-09|ONTHEMARKET PLC|Technology|Technology|United Kingdom|Europe|AIM|No|21.08
2012-12-14|OPEN ORPHAN PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|35.14
2008-05-30|OPG POWER VENTURES PLC|Utilities|Utilities|Isle of Man|Europe|AIM|No|45.58
2014-08-05|OPTIBIOTIX HEALTH PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|39.73
2011-04-20|ORACLE POWER PLC|Energy|Energy|United Kingdom|Europe|AIM|No|16.35
2012-03-13|ORASCOM INVESTMENT HOLDING S.A.E|Telecommunications|Telecommunications|Egypt|Middle East|MAIN MARKET|Yes|0.00
2015-07-01|ORCHARD FUNDING GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|16.55
2005-11-03|ORCHID PHARMA LIMITED|Health Care|Health Care|India|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2017-10-18|ORIENT TELECOMS PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|1.03
2007-06-05|ORIGIN ENTERPRISES PLC|Consumer Staples|Food, Beverage and Tobacco|Ireland|Europe|AIM|Yes|234.62
2009-12-14|ORIGO PARTNERS PLC|Financials|Financial Services|Isle of Man|Europe|AIM|No|1.76
2006-01-04|ORIOLE RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.62
2005-04-19|ORMONDE MINING PLC|Basic Materials|Basic Resources|Ireland|Europe|AIM|Yes|2.72
2004-12-15|OROSUR MINING INC|Basic Materials|Basic Resources|Canada|North America|AIM|Yes|3.37
1995-03-02|ORYX INTERNATIONAL GROWTH FUND LTD|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|95.09
2016-04-15|OSIRIUM TECHNOLOGIES PLC|Technology|Technology|United Kingdom|Europe|AIM|No|5.46
2004-09-27|OTP BANK PLC|Financials|Banks|Hungary|Europe|ADMISSION TO TRADING ONLY|Yes|0.00
2005-06-30|OVOCA BIO PLC|Health Care|Health Care|Ireland|Europe|AIM|Yes|6.89
2016-12-06|OXFORD BIODYNAMICS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|52.53
2001-04-17|OXFORD BIOMEDICA PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|414.42
1983-10-12|OXFORD INSTRUMENTS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|735.16
2001-04-10|OXFORD METRICS PLC|Technology|Technology|United Kingdom|Europe|AIM|No|106.17
2000-04-05|OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.53
2002-04-04|OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|3.73
2004-09-08|OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|3.05
1997-04-04|OXFORD TECHNOLOGY VENTURE CAPITAL TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.79
2007-11-22|PACIFIC ALLIANCE CHINA LAND LIMITED|Financials|Financial Services|Cayman Islands|North America|AIM|Yes|1.52
1985-01-29|PACIFIC ASSETS TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|260.06
1989-09-22|PACIFIC HORIZON INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|174.02
2001-04-02|PAGEGROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1196.79
1997-10-09|PAINTS & CHEMICAL INDUSTRIES COMPANY S.A.E.|Industrials|Industrial Goods and Services|Egypt|Middle East|MAIN MARKET|Yes|0.00
2006-01-06|PALACE CAPITAL PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|82.04
2008-05-08|PALM HILLS DEVELOPMENTS S.A.E|Real Estate|Real Estate|Egypt|Middle East|MAIN MARKET|Yes|0.00
2007-07-31|PAN AFRICAN RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|183.19
1987-09-21|PANTHEON INTERNATIONAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|908.70
2006-04-05|PANTHEON RESOURCES PLC|Energy|Energy|United Kingdom|Europe|AIM|No|65.36
2020-01-09|PANTHER METALS PLC|Basic Materials|Basic Resources|Isle of Man|Europe|MAIN MARKET|No|0.93
2013-12-30|PANTHER SECURITIES PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|48.63
2017-12-21|PANTHERA RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.76
2005-07-27|PAO NOVATEK|Energy|Energy|Russian Federation|Europe|MAIN MARKET|Yes|0.00
2006-11-03|PAO TMK|Basic Materials|Basic Resources|Russian Federation|Europe|MAIN MARKET|Yes|0.00
2016-06-24|PAPILLON HOLDINGS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.75
1989-05-15|PARAGON BANKING GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|852.51
2013-07-05|PARITY GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|5.13
2000-03-13|PARKMEAD GROUP (THE) PLC|Energy|Energy|United Kingdom|Europe|AIM|No|27.63
2017-03-30|PATH INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.47
2011-02-10|PATHFINDER MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.20
2004-09-24|PAYPOINT PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|366.41
1998-09-02|PCF GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|36.28
2017-06-20|PCGH ZDP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|33.57
2000-09-29|PCI-PAL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|12.77
1969-08-13|PEARSON PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|4157.79
2014-01-20|PEBBLE BEACH SYSTEMS GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|9.35
2017-12-19|PELATRO PLC|Technology|Technology|United Kingdom|Europe|AIM|No|15.78
2011-08-01|PEMBRIDGE RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|3.37
2013-04-16|PEMBROKE VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|95.39
1989-11-13|PENDRAGON PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|88.01
1998-03-12|PENNANT INTERNATIONAL GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|13.80
1989-12-12|PENNON GROUP PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|4570.15
2017-12-21|PENNPETRO ENERGY PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|30.02
2015-05-05|PERMANENT TSB GROUP HOLDINGS PLC|Financials|Banks|Ireland|Europe|MAIN MARKET|Yes|217.28
1996-03-21|PERPETUAL INCOME AND GROWTH INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|426.59
2017-05-02|PERSHING SQUARE HOLDINGS LTD|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|6162.78
1985-04-29|PERSIMMON PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|6112.21
1983-09-02|PERSONAL ASSETS TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1125.26
2000-11-27|PERSONAL GROUP HOLDINGS PLC|Financials|Insurance|United Kingdom|Europe|AIM|No|77.74
